标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,江苏,扬州,女,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",0,69,0,0,0, ,中性,其他, ,43cb6f01a5f538ef40ff11ef0322ff87,2022b0f53642ef12230eb147e6ed4706,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,湖南,岳阳,女,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",1,171,0,0,0, ,中性,其他, ,d352a53427c1387937547843210779c8,0bdeaf2605567d9deddfab7b6f1037eb,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
河水泉源千年在，青春一去不复返 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,广东,东莞,女,"河水泉源千年在，青春一去不复返 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",0,34,0,0,0, ,悲伤,其他, ,494c70f4b5328795b05d733e96ce1592,c477efcd6121533d4197faf74fa4f18e,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,广东,惠州,男,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",2,60,0,0,0, ,中性,其他, ,a9333ea996212b7c42dfcbb33e2c8ff0,1fdc502aa757f7a45da21e7f47b14500,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,江苏,盐城,男,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",0,1,0,0,0, ,中性,其他, ,7716a6a14843810e8c09c35a3b1fa1fe,f64afb8f4986ba91704fb955b3830b41,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,辽宁,本溪,女,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",0,90,0,0,0, ,中性,其他, ,e6d48c20bf498ffc7432777fefa36723,edeeb5056bc057901ec01fdb1531529a,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,安徽,蚌埠,女,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",0,400,0,0,0, ,中性,其他, ,04d8b02289c67d3eb2faa33ced67c0dd,00c3dd65da2ba3ebc95afa820db52cf0,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,浙江,金华,女,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",1,195,0,0,0, ,中性,其他, ,abc7295ee641a5335cf4d954c9a9ab3f,e40df834c2fcd2e671cc601bea0678ed,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,黑龙江,哈尔滨,男,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",1,55,0,0,0, ,中性,其他, ,f1a51f7a782681cf2467ee09e9d8f78c,6464861f7c1048332c36636d987bb7da,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,山东,威海,男,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",1,144,0,0,0, ,中性,其他, ,882e7159d5bbdac8d58b6b58c79f502e,de89ac4370bd51f2314a9d79434f19cf,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,陕西,安康,男,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",1,2,0,0,0, ,中性,其他, ,d28cc9ebd66ef09a98ed6e560c92852f,5b5c2fa7775a08293a5d927659c21a24,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,浙江,宁波,男,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",0,26,0,0,0, ,中性,其他, ,23743c11ec2c5e1046530601b6ad7982,f15abc9df7122955f6b56c346a33ad6a,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,江苏,苏州,女,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",1,109,0,0,0, ,中性,其他, ,7f7a9df30e359436b0754cc568a20b23,7ca1ed4fde75b2aba2c97604c2ef55a3,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,广东,珠海,男,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",2,53,0,0,0, ,中性,其他, ,dbfa7fd43a0311bcae70a0eb2d09aebe,dd2d0aab89f9415bac08411ee581d0e0,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
[星星][围脖] ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,山东,滨州,女,"[星星][围脖] 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",0,86,0,0,0, ,惊奇,其他, ,0d1bfa86236154a105992a4b710b2ad6,c70ae96ffcabaa98e86bf6d4dc2ac424,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
转发微博 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,山东,德州,男,"转发微博 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",2,49,0,0,0, ,中性,其他, ,1df3042c637d5229d54b0c43c20de560,20074cdada3cb3ed906972b310f42943,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
[蜡烛] ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,浙江,台州,男,"[蜡烛] 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",0,64,0,0,0, ,中性,其他, ,5d2d3ca8db1a39bfa1ccd899666ba4a1,5ddab441dbbe47117ba0d5033eb5aaa1,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
今夜踏叶，只为思念 ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,广东,梅州,男,"今夜踏叶，只为思念 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",10,8,0,0,0, ,悲伤,其他, ,e89e0f21dcf9b2f839e679674407fcb6,343f19421cb16243304af6e41e725005,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
[坏笑][胖红拽] ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,四川,眉山,男,"[坏笑][胖红拽] 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",2,74,0,0,0, ,喜悦,其他, ,9aea8d06a00df91c9a0e853a32c45d5e,d073c5779bbf9c95b9dedec56885af82,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
[小黄人剪刀手] ,非敏感,转发,2020/11/17 10:01,"@中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",普通,江苏,连云港,男,"[小黄人剪刀手] 【原微博】 @中铁建设集团ZTJS 一站皆一景，合安高铁开通运营进入倒计时！11月13日伴随着动车组列车呼啸而过标志着合安高铁已步入试运行阶段线路开通运营进入倒计时合安高铁是国家中长期铁路网规划八纵八横""高速铁路主要通道京港(台)通道的重要组成部分也是安徽省首个自主投资为主建设的高铁项目全线共设9个车站其中庐江西站、桐城东站、桐城南站由中铁建设承建建成后合肥到安庆的时间将由现在的2小时缩短至40分钟对带动沿线地区经济社会发展具有重要作用""",0,3,0,0,0, ,中性,其他, ,eeed5cf4c55c2a635bfd9ace22266e8a,46ac3329eb50e871d71569c50242a66b,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932,9a2a1bbbf64f9a0c20b9c99a5c1d1126,5891718576980cace789fd060a3aa932
